settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow,greenlink_flow
2024-10-24,37,35248,36735,32296,2133,6622,0,17194,0,7,1642,999,-1,796,-450,-529,999,0,0,1196,0
2024-08-26,13,18030,21467,16337,1501,6622,4,17193,0,31,1537,88,67,-1058,-300,-527,-1021,1398,80,1265,0
2024-02-06,39,37028,38621,33706,2203,6562,0,16857,0,8,2161,1999,-4,1053,-450,-531,1019,1398,997,0,0
2024-03-03,20,27958,29341,25422,812,6562,4827,16995,0,12,2232,2001,992,892,-452,-319,597,1397,996,793,0
2024-04-25,37,33526,36257,30589,890,6562,1105,17143,0,8,-185,1006,991,-585,-452,-433,347,1397,996,-753,0
2024-04-01,35,27657,29142,25176,1676,6562,2884,17101,0,4,2750,1495,992,860,-450,-531,1019,1397,996,734,0
2024-05-20,6,18235,21103,16599,664,6562,0,17193,0,308,-928,1001,991,-104,-396,-527,799,1399,997,-1033,0
2024-08-03,24,19905,20584,18038,1302,6563,6791,17193,0,9,623,1370,992,0,-170,0,1019,1398,996,991,0
2024-11-21,15,36808,38159,34403,2102,6622,0,17194,0,8,3288,303,248,203,-68,14,616,1389,0,-675,0
2024-06-01,42,24621,26187,22715,1012,6562,101,17193,0,7,624,1495,991,1003,-452,-527,-80,1399,996,792,0
2024-07-02,35,26088,27248,23730,1544,6562,4369,17193,0,12,2008,1004,-2,0,-119,-527,999,1397,998,1406,0
2024-04-24,7,21522,24834,19711,1215,6562,0,17143,0,893,603,1004,992,-312,-300,-527,980,181,995,-780,0
2024-06-24,41,28419,31372,26283,812,6562,485,17193,0,4,1912,1008,992,-509,-371,-462,-191,1257,997,-916,0
2024-06-06,39,27035,31080,24967,1645,6562,1659,17193,0,1,2256,2007,992,-971,-451,-298,-744,1397,996,-1080,0
2024-08-07,29,22697,24698,21327,3790,6563,4198,17193,0,470,2983,1810,992,0,-451,-528,326,-52,997,0,0
2024-05-03,18,29628,31123,27306,1547,6562,1389,17193,0,15,1445,1004,991,548,-451,-529,999,1397,995,1416,0
2024-02-08,39,38346,40137,35774,3658,6562,0,16863,0,13,5198,2001,-4,680,-452,-531,1014,-191,997,0,0
2024-10-23,21,31734,32382,29221,1673,6622,3073,17194,0,10,1847,1001,-1,1001,-137,0,1019,0,0,982,0
2024-08-29,2,20013,21056,18534,1092,6622,0,16396,0,8,1998,918,-2,-401,-118,-14,454,1399,200,700,0
2024-09-13,8,20178,22456,18411,714,6622,0,16396,0,863,942,998,-1,0,-452,-462,999,1397,996,82,0
2024-07-07,42,25025,26509,22894,529,6562,191,17193,0,6,354,1872,991,0,-451,-527,923,1398,996,342,0
2024-08-14,17,26604,28563,24081,523,6622,1991,17193,0,6,179,1363,992,-474,-451,-528,512,1397,996,0,0
2024-07-29,31,20806,22172,18904,1400,6563,9133,17193,0,11,1571,1260,991,1,-389,-466,999,1398,999,984,0
2024-03-19,12,20762,24411,19690,3147,6562,0,17070,0,137,4786,4,136,-1016,-299,-66,-945,1072,21,-586,0
2024-11-23,7,24793,25935,22590,2438,6622,0,17194,0,542,3087,1002,931,1004,392,450,999,1397,0,1420,0
2024-12-04,43,31879,36420,30057,5072,6622,0,17194,0,10,3791,-1667,-811,-375,184,0,-726,1342,0,-352,0
2024-09-17,27,21439,22931,18892,700,6622,9894,17194,0,10,-904,998,-1,1049,-452,-529,1019,1397,996,990,0
2024-03-12,26,35470,37173,32225,2318,6562,2188,17019,0,21,-46,2000,992,367,-450,-308,1000,708,969,-324,0
2024-04-11,6,20059,24058,19177,3643,6562,0,17104,0,545,4438,-63,391,-562,-370,-531,-1020,-408,328,0,0
2024-06-16,4,19152,21237,17394,963,6562,0,17193,0,706,-540,1294,969,1003,-351,-528,999,1399,901,224,0
2024-07-29,27,20017,21301,18137,1447,6563,10528,17193,0,15,1168,1260,991,0,-452,-317,1019,1397,998,990,0
2024-07-31,27,22453,24624,20049,615,6563,10081,17193,0,691,-1201,1258,992,0,-452,-528,1019,1397,997,1220,0
2024-06-10,25,22778,24917,20720,2868,6562,7678,17193,0,8,1133,1799,-1,-648,-451,-531,1015,1397,994,941,0
2024-09-16,24,23464,24923,20940,366,6622,9169,17194,0,11,-1075,997,-1,932,-452,-495,950,1397,997,323,0
2024-06-24,25,25483,26534,23243,848,6562,7481,17193,0,8,583,1908,991,1003,-451,-92,1017,1398,988,797,0
2024-06-30,11,16507,18740,15188,1032,6562,25,17193,0,621,1878,1391,992,-276,-314,-522,521,1398,907,274,0
2024-10-19,38,30841,32130,28082,731,6622,0,17194,0,9,933,999,-1,1051,-433,-346,999,0,0,987,0
2024-10-05,7,19572,20080,18525,2123,6622,0,17194,0,7,4759,933,-1,6,399,128,598,1397,0,186,0
2024-08-02,39,26241,28588,24206,2080,6563,759,17193,0,12,1859,1370,991,0,-451,-297,19,1399,996,-1087,0
2024-11-06,19,34490,36041,31480,701,6622,566,17194,0,15,1561,2007,-3,-246,-452,-235,49,997,0,0,0
2024-02-28,18,35500,36245,33188,2034,6562,732,16937,0,14,5649,318,251,0,-34,0,15,1397,308,-97,0
2024-06-18,48,21736,22715,19965,761,6562,0,17193,0,11,34,1838,960,770,-238,-230,497,1399,972,0,0
2024-08-08,7,17509,20773,16509,1668,6563,0,17193,0,917,1460,2008,992,0,-351,-527,-969,466,997,0,0
2024-05-30,5,18641,21995,17265,1772,6562,0,17193,0,187,1798,1506,991,-1014,-229,0,-335,1399,996,-1089,0
2024-11-06,4,23455,25704,21541,656,6622,0,17194,0,554,903,1661,-4,-484,-360,-27,-146,997,0,-74,0
2024-04-11,36,29584,31938,27629,2475,6562,1516,17104,0,0,4391,1005,992,-1009,-264,-442,-139,1397,998,0,0
2024-08-22,34,25267,26784,23489,3538,6622,3080,17193,0,33,2128,419,-2,745,-452,-530,700,971,414,1424,0
2024-02-20,40,34451,36052,32476,2287,6562,0,16917,0,14,5297,897,-5,912,-451,-531,618,1397,700,1282,0
2024-09-25,46,24285,25438,22431,1936,6622,0,17194,0,12,2821,1000,-1,661,-451,-189,0,1398,0,988,0
2024-09-10,23,24925,27135,23647,4893,6622,4195,16396,0,694,3272,821,-1,724,-452,-530,-33,756,467,1327,0
2024-09-17,38,30120,32126,27277,800,6622,183,17194,0,9,-401,998,-1,247,-451,-527,999,1399,996,-518,0
2024-03-07,17,34765,35768,31725,1768,6562,1205,17007,0,77,2161,1987,978,963,-325,-1,976,1398,988,981,0
2024-10-15,16,31059,33184,28617,1543,6622,1,17194,0,9,3522,1000,-1,-640,-68,-14,560,0,0,-893,0
2024-06-01,41,24725,26291,22837,1107,6562,376,17193,0,7,795,1505,991,1003,-451,-527,-81,1399,996,797,0
2024-06-29,34,20154,21453,18454,1366,6562,5010,17193,0,13,2906,1503,992,349,-290,-496,981,1399,996,738,0
2024-01-01,42,27781,28651,25740,2980,6488,0,16726,0,111,3865,1997,-4,539,-155,0,1019,470,997,208,0
2024-07-01,48,21181,23144,19510,1681,6562,0,17193,0,215,2779,1997,989,1,-417,-402,221,1397,996,-429,0
2024-05-07,10,18962,22410,17076,600,6562,0,17193,0,832,-292,1007,991,-563,-250,-529,-221,1397,995,-553,0
2024-05-04,32,21080,22762,18451,741,6562,5675,17193,0,9,-2022,1005,992,684,-451,-528,999,1398,994,-194,0
2024-05-27,10,16611,19570,15065,1046,6562,0,17193,0,352,-335,1526,992,-195,-276,-529,-127,1399,997,-980,0
2024-11-02,34,32405,35369,29817,858,6622,0,17194,0,5,1806,2003,-1,-559,-452,-531,844,1397,0,-816,0
2024-08-27,45,24585,27180,22762,1644,6622,0,17193,0,16,2453,908,41,-716,-250,-527,-82,1399,-27,-477,0
2024-03-29,29,22156,23749,19800,2657,6562,6335,17098,0,11,-89,503,992,1002,-451,-531,999,1399,997,788,0
2024-07-15,11,18571,19722,16821,372,6562,11,17193,0,20,-55,2003,991,1,-311,-320,380,1398,997,414,0
2024-06-15,4,20277,21125,18463,709,6562,0,17193,0,22,-397,2007,-1,477,-309,-16,414,1399,999,790,0
2024-09-03,35,28261,31977,25621,903,6622,2475,16396,0,9,1314,1058,721,-1048,-258,0,-805,1397,564,-1096,0
2024-11-02,4,22384,23986,20439,519,6622,0,17194,0,21,751,2002,-1,1003,-452,-528,977,1399,0,1345,0
2024-09-28,24,22384,23877,19863,727,6622,8011,17194,0,10,-601,999,-1,1020,-452,-530,1019,1397,0,988,0
2024-09-01,38,27362,28967,25094,1124,6622,479,16398,0,14,2026,1286,781,0,-451,-526,-114,1398,137,630,0
2024-02-24,25,28537,29626,25666,366,6562,6766,16927,0,5,-1017,1999,993,1053,-282,-202,999,1399,997,797,0
2024-05-19,29,15984,17818,13740,841,6562,10317,17193,0,487,-2298,856,969,1002,-451,-396,952,1399,995,349,0
2024-11-17,26,30283,31290,27408,1204,6622,2591,17194,0,8,790,2007,489,1003,-364,-35,635,1397,0,1422,0
2024-03-12,38,37868,39277,34460,2329,6562,0,17019,0,10,2591,1570,820,434,261,326,123,616,413,-799,0
2024-08-06,48,20809,21996,19355,1738,6563,0,17193,0,60,2045,2004,992,0,-201,-426,731,1397,997,0,0
2024-10-01,20,30880,32371,28399,2648,6622,1208,17194,0,8,2534,999,-1,1024,-452,-530,1019,1397,0,1425,0
2024-10-24,18,30859,31375,28923,3029,6622,903,17194,0,15,4704,1002,-1,150,226,164,999,0,0,410,0
2024-03-13,10,19371,23769,18680,4088,6562,0,17022,0,1109,5436,254,229,-664,109,0,-670,-563,68,-792,0
2024-10-02,38,33609,35095,30702,1549,6622,0,17194,0,4,525,973,-1,114,-452,-529,235,1397,0,630,0
2024-10-20,46,20982,22977,20099,5084,6622,0,17194,0,748,3570,-94,-1,-373,0,-195,-84,0,0,109,0
2024-05-27,12,16579,20169,14990,1034,6562,356,17193,0,14,-85,1917,992,-984,-291,-461,-337,1399,997,-1003,0
2024-06-12,1,22019,23554,20071,598,6562,0,17193,0,25,312,2007,-1,791,-426,-506,-77,1399,997,1375,0
2024-09-15,29,22514,23388,20766,2064,6622,3572,16399,0,9,2417,999,-1,1041,-333,-31,1000,1399,997,989,0
2024-03-16,36,32953,34112,30609,2519,6562,15,17065,0,6,4354,2000,992,-444,-63,-46,845,1397,997,1396,0
2024-03-15,20,29435,30654,26690,3067,6562,2964,17064,0,13,2124,1998,992,1003,-450,-156,999,1398,997,1233,0
2024-11-24,10,17616,23178,16873,5811,6622,0,17194,0,758,4590,-395,-633,-702,0,-237,-493,-1080,0,-664,0
2024-05-19,33,18369,19973,16167,959,6562,7436,17193,0,127,-1303,912,992,335,-451,-526,999,1399,996,210,0
2024-03-31,24,24063,25073,22138,2523,6562,4766,17099,0,8,1405,223,598,1003,-120,0,711,1398,999,-382,0
2024-05-24,30,24945,26436,22290,531,6562,5315,17193,0,12,-1712,1028,992,870,-452,-527,701,1399,998,790,0
2024-11-09,3,24265,25691,22159,409,6622,0,17194,0,319,1036,2001,69,143,-451,-56,816,1397,0,653,0
2024-08-17,39,25389,28687,23354,1313,6622,441,17193,0,14,2372,1591,835,-1014,-451,-476,-843,1397,481,0,0
2024-10-23,20,32271,33031,29747,1590,6622,2148,17194,0,10,1741,1001,-1,1002,-249,0,1019,0,0,936,0
2024-01-27,7,21971,25306,20913,2882,6488,0,16784,0,1475,4607,-170,-3,-827,400,130,-260,1397,366,772,0
2024-10-23,8,20932,21576,19698,1614,6622,0,17194,0,9,2985,1000,-1,685,-134,0,999,0,0,659,0
2024-07-05,34,25924,27408,23836,1335,6562,3355,17193,0,7,1021,1000,991,0,-450,-527,969,1398,996,1422,0
2024-04-06,38,25390,28099,23698,5091,6562,603,17104,0,1,4177,1495,992,-983,259,0,495,-923,995,-302,0
2024-09-08,24,24520,25197,22206,706,6622,3559,16396,0,14,698,1778,-1,1051,-162,0,896,1398,918,986,0
2024-07-05,27,22672,24157,20977,1974,6562,7316,17193,0,7,1510,1002,-1,0,-450,-527,1019,1398,997,987,0
2024-07-27,27,19227,20717,17188,654,6563,7536,17193,0,11,-541,1259,991,0,-452,-527,1014,1399,997,969,0
2024-06-11,36,28991,30486,26403,1411,6562,2310,17193,0,15,1325,1348,-1,993,-451,-528,181,1397,999,1423,0
2024-03-22,2,22110,25725,20976,3087,6562,0,17081,0,1154,5577,1627,969,-1015,-320,-221,-305,137,996,491,0
2024-06-16,42,24244,25951,22153,1239,6562,166,17193,0,7,1219,2004,-2,-221,-451,-526,460,1397,996,332,0
2024-06-22,1,20258,21549,18619,975,6562,0,17193,0,13,794,1201,991,953,-252,-526,22,1399,996,0,0
2024-02-18,5,20602,23296,19385,1917,6562,0,16887,0,1179,3653,482,-4,475,-380,-531,35,1306,780,145,0
2024-02-24,35,34595,36182,31431,285,6562,100,16927,0,4,-830,2000,992,862,-452,-531,1011,1399,996,773,0
2024-11-23,16,25924,27878,24261,5372,6622,0,17194,0,569,4510,-324,400,-461,236,222,197,1397,0,668,0
2024-09-28,35,27310,28803,24658,621,6622,1765,17194,0,12,-318,999,-1,1019,-452,-528,999,1398,0,1422,0
2024-04-17,11,21043,25413,19606,2462,6562,0,17143,0,588,3235,504,696,-1015,-450,0,-1021,835,821,-796,0
2024-06-15,18,21159,21861,19019,1079,6562,3885,17193,0,12,-862,2006,-1,1003,-189,0,803,1399,513,790,0
2024-03-31,25,24100,25077,22188,2513,6562,4676,17099,0,5,1158,830,234,1002,-174,0,889,1397,998,-298,0
2024-04-02,16,29118,30607,26683,956,6562,711,17101,0,7,779,1003,991,942,-451,-531,999,1399,997,1091,0
2024-03-09,26,26290,28422,23835,3689,6562,5336,17011,0,551,4451,2001,992,1003,-450,-531,233,1397,997,775,0
2024-09-09,12,18702,22162,17216,2214,6622,0,16396,0,359,2660,1845,-1,-1043,-301,-155,392,1397,997,-1101,0
2024-05-02,8,18718,21255,17340,1667,6562,0,17193,0,826,720,1007,991,-230,-451,-530,73,1397,996,1132,0
2024-02-20,36,36130,37875,34122,3235,6562,0,16917,0,4,5983,352,-5,566,-451,-531,-154,1397,328,825,0
2024-08-24,45,21630,23977,20349,2420,6622,0,17193,0,4,3292,107,-5,-857,-452,-529,10,1398,243,152,0
2024-07-06,8,18222,19597,16559,834,6562,0,17193,0,12,-365,1905,993,0,-268,-496,-99,1385,996,225,0
2024-11-18,48,25371,26315,22924,2067,6622,0,17194,0,53,1556,2002,992,723,-291,0,999,1398,0,987,0
2024-04-07,14,16766,21685,15744,4959,6562,92,17104,0,643,4552,-477,-211,-440,400,-194,-768,-1240,-150,-296,0
2024-08-22,21,24861,26932,23515,4691,6622,2587,17193,0,9,3898,744,-1,1008,-452,-530,1007,-308,320,-271,0
2024-05-02,35,28862,30397,27041,2493,6562,2566,17193,0,14,2755,1005,991,-224,-451,-346,999,1397,996,1416,0
2024-04-14,43,25786,27633,24209,3153,6562,0,17104,0,3,3680,1005,992,-1015,14,0,378,1139,998,-329,0
2024-07-26,38,25462,28041,23259,1045,6563,2424,17193,0,10,1149,1258,992,0,-452,-527,357,1399,998,-1090,0
2024-09-08,9,17913,18962,16319,406,6622,0,16396,0,6,338,1934,-1,-3,-301,-238,624,1399,997,209,0
2024-03-17,35,31174,32436,28327,1356,6562,888,17065,0,10,2251,2000,992,545,-258,-394,1019,1398,997,415,0
2024-11-21,23,40764,42353,37670,1644,6622,3022,17194,0,8,2301,1004,992,732,-450,-531,359,1397,0,991,0
2024-05-13,43,27624,30084,25272,1642,6562,0,17193,0,11,1941,1006,-4,-968,-450,-527,169,1399,998,1420,0
2024-03-18,9,20301,22487,18671,1409,6562,0,17067,0,873,1781,1515,944,360,-330,-383,824,1398,900,1256,0
2024-09-17,42,29998,31484,27235,852,6622,0,17194,0,7,-1153,998,-1,1037,-451,-527,999,1399,995,984,0
2024-10-06,22,25598,27089,23327,2356,6622,2620,17194,0,11,2387,999,-1,1032,-450,-529,1019,1397,0,694,0
2024-02-24,23,28587,29624,25712,332,6562,6661,16927,0,4,-1239,2000,992,1053,-388,-45,999,1399,996,797,0
2024-12-02,38,39375,40978,35648,1865,6622,0,17194,0,2,1388,1437,764,429,-451,-530,-20,698,0,1050,0
2024-02-24,22,29001,30113,26080,316,6562,6160,16927,0,9,-1010,2000,992,1053,-441,-62,999,1399,996,797,0
2024-01-09,2,26953,32249,24604,1922,6488,0,16740,0,614,1053,-1855,-4,-167,-332,0,-415,-6,-771,-532,0
2024-09-25,41,31663,33157,28955,1813,6622,0,17194,0,12,1832,1000,-1,104,-451,-530,0,1397,0,422,0
2024-07-17,41,27799,28787,25530,761,6562,402,17193,0,4,1845,912,396,0,-446,0,-38,1399,259,530,0
2024-07-24,34,27527,28796,25550,1960,6563,2486,17193,0,11,2049,1365,989,0,-451,-307,999,1397,997,1421,0
2024-06-26,10,19518,21535,17795,471,6562,0,17193,0,4,-299,1505,991,130,-357,-437,481,697,982,-719,0
2024-11-24,41,29531,30879,28077,5387,6622,0,17194,0,13,4333,-73,662,953,-440,-222,999,1030,0,990,0
2024-08-31,25,19747,21224,17750,1723,6622,6501,16396,0,450,714,528,600,1052,0,-527,1019,1397,972,989,0
2024-01-07,24,32565,34157,29277,801,6488,3114,16734,0,7,-654,1497,-4,921,-450,-531,928,1399,997,741,0
2024-05-26,28,19440,20931,17086,1503,6562,6470,17193,0,12,-395,1457,992,1003,-451,-528,790,1398,982,221,0
2024-06-23,44,24628,27740,22568,587,6562,0,17193,0,10,999,2004,992,-1013,-452,-527,705,1399,996,-610,0
2024-01-24,35,39579,41165,36335,2500,6488,0,16778,0,5,3241,1999,-1,94,-450,-530,989,1398,997,1122,0
2024-05-11,45,23520,24790,21503,1373,6562,0,17193,0,13,1070,1000,991,-2,-450,-305,777,1399,995,363,0
2024-11-05,15,30813,33475,27987,321,6622,0,17194,0,13,495,1147,-4,-553,-452,-162,-403,997,0,-475,0
2024-04-08,5,19635,24195,18680,2692,6562,0,17104,0,330,4192,1504,993,-1016,-251,-531,-536,-927,997,-469,0
2024-03-31,17,22900,23576,20657,1615,6562,2941,17099,0,69,401,1094,894,605,247,0,815,1398,998,-107,0
2024-03-29,33,24132,25728,21727,2346,6562,3317,17098,0,13,199,504,992,277,-452,-531,954,1399,997,688,0
2024-07-05,14,21166,23343,20000,2146,6562,632,17193,0,7,3201,-184,-1,0,-392,-530,-563,977,316,637,0
2024-07-23,21,25390,26878,22881,725,6563,5194,17193,0,7,-592,1369,991,0,-452,-529,1019,1397,997,990,0
2024-11-10,12,20261,22412,18510,693,6622,0,17194,0,569,1471,2006,489,-146,-412,-274,-47,1397,0,-103,0
2024-10-14,32,32921,34409,30259,748,6622,1950,17196,0,5,1266,999,-1,683,-451,-531,999,0,0,958,0
2024-05-31,27,24260,26057,22056,2429,6562,5134,17193,0,2,41,1506,992,1003,-406,-528,-361,1399,996,795,0
2024-08-27,18,23664,26751,22386,3906,6622,2350,17193,0,19,3386,92,107,-738,-251,-410,-81,1397,31,-1088,0
2024-01-22,46,25571,27950,23889,4564,6488,0,16772,0,797,4813,1001,-1,562,-450,-531,639,919,704,963,0
2024-04-22,33,32305,33582,29723,957,6562,2189,17143,0,8,304,854,992,883,-169,-9,999,1397,983,-591,0
2024-03-09,6,21833,24170,20364,3221,6562,0,17011,0,1569,4539,896,553,349,-167,0,96,415,377,-1,0
2024-07-06,25,20989,22904,18965,2254,6562,6013,17193,0,11,35,1909,993,0,-388,-531,1012,1359,996,-485,0
2024-05-05,3,20526,21966,18523,383,6562,0,17193,0,10,-1254,1005,992,368,-452,-478,865,1398,996,788,0
2024-09-25,20,31150,32644,28098,368,6622,1992,17194,0,10,-51,1001,-1,609,-452,-531,0,1397,998,1424,0
2024-09-27,17,28197,28978,25909,3632,6622,490,17194,0,8,3432,1005,-1,1033,-272,0,0,1397,0,987,0
2024-04-29,3,20301,22961,18677,2012,6562,0,17143,0,906,460,453,553,-440,-451,-252,-111,1397,997,794,0
2024-02-28,4,25491,27290,23765,1188,6562,0,16937,0,631,3516,816,54,245,-212,-356,43,1399,22,480,0
2024-04-26,22,29236,30569,26274,570,6562,6599,17143,0,7,-1450,1005,991,1004,-451,-375,1019,1398,996,788,0
2024-09-26,11,19270,20197,18361,2298,6622,0,17194,0,246,4018,1001,-1,8,-180,0,0,1397,0,575,0
2024-11-02,18,27175,28775,24857,923,6622,462,17194,0,17,1499,2003,-1,715,-452,-530,999,1397,0,916,0
2024-02-04,12,18014,23889,17125,3832,6562,0,16852,0,1423,5428,-1328,-4,-189,-315,504,-438,-1453,-125,0,0
2024-04-30,5,20372,22829,18854,2487,6562,0,17143,0,304,1849,988,817,-672,-452,-529,307,1398,996,518,0
2024-10-27,17,22451,23232,20839,1080,6622,127,17194,0,22,2209,2004,-1,994,-157,0,999,1398,-1,988,0
2024-12-03,4,25517,27804,23150,592,6622,0,17194,0,763,-524,2003,991,1003,-451,-473,993,1397,0,1421,0
2024-08-24,11,17120,20739,15928,1442,6622,0,17193,0,261,2187,2003,-1,-1017,-309,-528,743,1397,997,-1003,0
2024-04-01,39,30007,31491,27518,1431,6562,96,17101,0,3,2683,1495,991,610,-450,-531,1018,1397,997,778,0
2024-05-01,39,30715,32315,28070,872,6562,446,17193,0,3,346,1004,991,-129,-440,-528,999,1397,995,1418,0
2024-01-08,18,39385,40816,35715,1258,6488,59,16737,0,6,-184,-80,-4,102,-412,-47,-186,435,-96,0,0
2024-06-05,48,21657,23595,20042,1205,6562,0,17193,0,13,2167,2004,991,-508,-389,-528,801,1398,995,442,0
2024-07-22,40,27461,29650,25071,985,6563,679,17193,0,7,623,1370,992,0,-370,-484,552,1399,998,-828,0
2024-09-22,7,17354,18853,15951,1124,6622,0,17194,0,347,521,998,-1,118,-341,-310,977,1397,997,119,0
2024-09-05,19,28876,30365,26559,2424,6622,765,16396,0,10,2188,1835,982,1008,-451,-528,900,1397,984,1422,0
2024-05-14,7,18640,20611,17071,1347,6562,0,17193,0,957,974,487,-4,319,-430,0,-80,1399,999,1389,0
2024-05-19,15,17726,19096,15915,555,6562,1659,17193,0,41,-1214,901,991,339,-303,-526,418,1399,995,664,0
2024-11-11,4,21530,23517,19927,1815,6622,0,17194,0,709,2089,1514,331,272,-450,-228,228,1397,0,213,0
2024-11-21,42,38695,41634,35767,3143,6622,0,17194,0,7,2906,538,519,-233,-249,-531,-224,1377,0,-1095,0
2024-10-02,24,29684,31174,27130,2739,6622,3239,17194,0,7,215,983,-1,376,-452,-530,425,1397,0,986,0
2024-04-02,28,28672,30142,25737,1194,6562,5217,17101,0,6,51,1004,991,1003,-433,-531,999,1399,996,807,0
2024-03-03,13,24086,26641,22093,801,6562,0,16995,0,972,2251,2002,992,700,-452,-531,851,1398,997,1405,0
2024-11-20,48,28507,29804,26182,1608,6622,0,17194,0,116,1433,2002,992,1002,-433,-148,999,1397,0,989,0
2024-11-02,38,32150,34289,29513,804,6622,0,17194,0,4,1207,2002,-1,102,-452,-529,552,1397,0,-553,0
2024-10-04,13,24203,25873,22498,1538,6622,0,17194,0,5,4171,336,-1,-566,399,504,250,1397,0,-598,0
2024-01-01,15,19917,24451,18213,2603,6488,0,16726,0,1035,1619,1602,-4,103,-340,-529,691,-1453,394,-573,0
2024-06-07,5,19422,22760,17978,1254,6562,0,17193,0,5,2514,2004,992,-1012,-207,-529,337,1398,995,-1085,0
2024-07-07,27,20185,21671,18189,998,6562,7593,17193,0,7,-176,2001,992,0,-451,-528,1019,1397,996,989,0
2024-03-22,15,28169,29808,26431,2984,6562,459,17081,0,58,4963,1969,977,381,-451,-530,735,893,989,974,0
2024-01-12,6,26063,31972,23485,854,6488,0,16752,0,1235,-810,-878,-4,-540,-451,-531,-680,-7,-594,-389,0
2024-07-12,10,18905,21191,17170,794,6562,0,17193,0,349,316,1253,991,0,-78,-377,994,1398,996,-982,0
2024-03-25,13,24316,25764,22453,1919,6562,59,17084,0,12,2700,1122,502,-468,54,125,-107,1149,798,-261,0
2024-09-25,43,29213,30633,26788,1878,6622,0,17194,0,11,2190,1000,-1,383,-451,-457,0,1397,0,767,0
2024-09-28,12,19950,21961,18259,972,6622,0,17194,0,613,873,1005,-1,981,-382,-515,870,1399,0,1415,0
2024-10-07,39,34898,36407,31788,826,6622,45,17194,0,6,624,999,-1,343,-428,-503,999,1397,0,-71,0
2024-11-11,17,32981,34576,29977,1207,6622,618,17194,0,15,517,2003,488,327,-451,-529,511,1397,0,231,0
2024-01-31,40,36031,37632,33451,3916,6488,0,16795,0,15,5297,599,-4,501,-451,-531,622,1397,519,1230,0
2024-11-26,17,36304,37893,33068,1224,6622,247,17194,0,8,602,927,455,978,-450,-531,183,698,0,697,0
2024-05-20,33,23168,24653,20762,898,6562,6910,17193,0,7,-1367,1002,991,1003,-451,-527,999,1398,996,795,0
2024-10-20,5,19057,19573,17655,2323,6622,0,17194,0,15,2649,1000,-1,847,400,504,999,0,0,690,0
2024-07-19,23,22214,23094,20406,1754,6563,9538,17193,0,13,2728,2002,992,0,-367,55,1019,1397,995,1106,0
2024-03-13,46,25580,27175,23624,2520,6562,0,17022,0,13,2722,859,511,875,-451,-531,431,1398,377,1403,0
2024-10-31,38,33766,35354,31362,1686,6622,0,17194,0,6,2160,608,-1,947,-452,-529,148,1397,0,1424,0
2024-09-27,25,26583,27415,24611,4079,6622,5406,17194,0,7,3576,1004,-1,472,-324,0,0,1397,0,987,0
2024-10-11,37,33313,35478,30637,1135,6622,5,17194,0,4,2488,1001,-1,-677,-452,-531,462,1397,0,985,0
2024-09-27,7,17821,20674,16593,3668,6622,0,17194,0,436,3752,-219,-1,-725,-219,-57,0,-51,0,-645,0
2024-06-26,15,24775,26174,22527,497,6562,1937,17193,0,13,-84,1504,981,576,-451,-435,455,697,996,577,0
2024-07-03,1,20816,21816,19115,972,6562,0,17193,0,8,1496,1004,-2,0,-312,-178,815,1398,997,1419,0
2024-01-12,41,37462,39065,34440,1033,6488,0,16752,0,16,3208,80,-4,1001,-452,-531,144,293,30,627,0
2024-11-08,22,34474,35300,31466,675,6622,912,17196,0,9,938,2006,-3,0,-214,0,471,997,0,0,0
2024-11-27,5,25588,27216,23192,952,6622,0,17194,0,65,-509,1002,991,888,-450,-513,999,698,0,1347,0
2024-10-02,25,29619,31109,27080,2704,6622,3680,17194,0,7,82,999,-1,828,-452,-530,381,1397,0,986,0
2024-01-01,32,32493,33532,29557,1269,6488,0,16726,0,4,131,2000,-4,975,-196,-235,999,1398,998,780,0
2024-09-16,14,23849,27208,21734,550,6622,2,17194,0,12,409,846,-1,-1042,-339,-371,486,1397,998,-1094,0
2024-01-03,26,35116,36377,32406,1702,6488,1888,16729,0,9,1985,2000,-4,1003,-433,-215,999,1399,997,780,0
2024-08-10,9,16347,19533,15692,2144,6563,0,17193,0,674,3338,-67,-118,0,-280,-527,-1020,701,115,0,0
2024-02-03,28,28267,29859,26633,3500,6562,1763,16852,0,7,4936,2001,-4,1003,-450,-531,999,1397,998,774,0
